event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
Travelers Championship,round_matchups,draftkings,"Rai, Aaron","Im, Sungjae",round_matchups draftkings 18554 17488,1.72,0.5999,0.0346,2026-06-28 00:06:33.969389,1.72,0.5999,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,-139
Travelers Championship,round_matchups,fanduel,"Hojgaard, Nicolai","Campbell, Brian",round_matchups fanduel 23602 18628,1.62,0.6405,0.0346,2026-06-28 00:06:33.969389,1.62,0.6405,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,-161
Travelers Championship,round_matchups,draftkings,"Hovland, Viktor","Scheffler, Scottie",round_matchups draftkings 18841 18417,2.94,0.3518,0.0344,2026-06-28 00:06:33.969389,2.94,0.3518,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,+194
Travelers Championship,round_matchups,caesars,"Taylor, Nick","McNealy, Maverick",round_matchups caesars 13126 18634,2.3,0.4497,0.0343,2026-06-28 00:06:33.969389,2.3,0.4497,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,+130
Travelers Championship,round_matchups,caesars,"Rai, Aaron","Im, Sungjae",round_matchups caesars 18554 17488,1.71,0.5999,0.0284,2026-06-28 00:06:33.969389,1.71,0.5999,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,-141
Travelers Championship,round_matchups,fanduel,"Kim, Si Woo","Burns, Sam",round_matchups fanduel 14609 19483,2,0.5137,0.0274,2026-06-28 00:06:33.969389,2,0.5137,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,+100
Travelers Championship,round_matchups,caesars,"Lee, Min Woo","Young, Cameron",round_matchups caesars 16841 26651,2.27,0.4509,0.0236,2026-06-28 00:06:33.969389,2.27,0.4509,2026-06-28 00:06:33.969389,TRUE,FALSE,2026-06-28 00:06:33.969389,+127
Travelers Championship,round_matchups,bet365,"Fowler, Rickie","Hojgaard, Nicolai",round_matchups bet365 12965 23602,2,0.5258,0.0515,2026-06-28 04:54:53.331126,2,0.5258,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,+100
Travelers Championship,round_matchups,bet365,"Kim, Si Woo","Clark, Wyndham",round_matchups bet365 14609 23604,1.83,0.5699,0.043,2026-06-28 04:54:53.331126,1.83,0.5699,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-120
Travelers Championship,round_matchups,betmgm,"Glover, Lucas","Hubbard, Mark",round_matchups betmgm 7399 16333,1.95,0.534,0.0413,2026-06-28 04:54:53.331126,1.95,0.534,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-105
Travelers Championship,round_matchups,bet365,"Snedeker, Brandt","Knapp, Jake",round_matchups bet365 8820 19396,2.6,0.3989,0.0372,2026-06-28 04:54:53.331126,2.6,0.3989,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,+160
Travelers Championship,round_matchups,bet365,"Morikawa, Collin","Gotterup, Chris",round_matchups bet365 22085 27774,2,0.5185,0.0371,2026-06-28 04:54:53.331126,2,0.5185,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,+100
Travelers Championship,round_matchups,bet365,"Thomas, Justin","Gotterup, Chris",round_matchups bet365 14139 27774,1.83,0.5656,0.0351,2026-06-28 04:54:53.331126,1.83,0.5656,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-120
Travelers Championship,round_matchups,bet365,"Cantlay, Patrick","Hovland, Viktor",round_matchups bet365 15466 18841,1.95,0.5304,0.0343,2026-06-28 04:54:53.331126,1.95,0.5304,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-105
Travelers Championship,round_matchups,betmgm,"Harman, Brian","Rose, Justin",round_matchups betmgm 8825 6093,1.9,0.5438,0.0332,2026-06-28 04:54:53.331126,1.9,0.5438,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-111
Travelers Championship,round_matchups,bet365,"Cauley, Bud","Hisatsune, Ryo",round_matchups bet365 14502 22760,1.9,0.5435,0.0326,2026-06-28 04:54:53.331126,1.9,0.5435,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-111
Travelers Championship,round_matchups,bet365,"McCarty, Matt","Hoge, Tom",round_matchups bet365 28635 15575,1.83,0.5636,0.0315,2026-06-28 04:54:53.331126,1.83,0.5636,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-120
Travelers Championship,round_matchups,betmgm,"Fitzpatrick, Alex","Suber, Jackson",round_matchups betmgm 25362 29279,1.67,0.6117,0.0215,2026-06-28 04:54:53.331126,1.67,0.6117,2026-06-28 04:54:53.331126,TRUE,FALSE,2026-06-28 04:54:53.331126,-149
John Deere Classic,tournament_matchups,betmgm,"Bridgeman, Jacob","Kim, Tom",tournament_matchups betmgm 29433 24766,1.95,0.532,0.0374,2026-06-29 22:39:49.937936,1.95,0.532,2026-06-29 22:39:49.937936,TRUE,FALSE,2026-06-29 22:39:49.937936,-105
John Deere Classic,tournament_matchups,bet365,"Brown, Blades","Potgieter, Aldrich",tournament_matchups bet365 32152 27900,2.1,0.4924,0.0341,2026-06-29 22:39:49.937936,2.1,0.4924,2026-06-29 22:39:49.937936,TRUE,FALSE,2026-06-29 22:39:49.937936,+110
John Deere Classic,tournament_matchups,betmgm,"Kim, Michael","Hoey, Rico",tournament_matchups betmgm 17543 23504,1.9,0.5382,0.0226,2026-06-29 22:39:49.937936,1.9,0.5382,2026-06-29 22:39:49.937936,TRUE,FALSE,2026-06-29 22:39:49.937936,-111
John Deere Classic,3_balls,draftkings,"Bauchou, Zach","Lindheim, Nicholas / Goodwin, Noah","3_balls draftkings 19846 16713,24837",2.22,0.4732,0.0505,2026-06-30 22:42:44.462807,2.22,0.4732,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,+122
John Deere Classic,3_balls,draftkings,"Laird, Martin","Frittelli, Dylan / Champ, Cameron","3_balls draftkings 9586 11955,23542",3.3,0.3166,0.0447,2026-06-30 22:42:44.462807,3.3,0.3166,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,+230
John Deere Classic,3_balls,draftkings,"Meissner, Mac","Hadwin, Adam / Malnati, Peter","3_balls draftkings 28159 13965,14926",2.05,0.5,0.025,2026-06-30 22:42:44.462807,2.05,0.5,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,+105
John Deere Classic,3_balls,draftkings,"Kim, Chan","Ewart, A.J. / Fishburn, Patrick","3_balls draftkings 15004 21883,25094",2.86,0.3582,0.0244,2026-06-30 22:42:44.462807,2.86,0.3582,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,+186
John Deere Classic,tournament_matchups,draftkings,"Bradley, Keegan","Thorbjornsen, Michael",tournament_matchups draftkings 13872 26649,1.8,0.5684,0.0232,2026-06-30 22:42:44.462807,1.8,0.5684,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,-125
John Deere Classic,tournament_matchups,draftkings,"Hisatsune, Ryo","Hoey, Rico",tournament_matchups draftkings 22760 23504,1.82,0.5613,0.0214,2026-06-30 22:42:44.462807,1.82,0.5613,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,-122
John Deere Classic,3_balls,draftkings,"Frittelli, Dylan","Laird, Martin / Champ, Cameron","3_balls draftkings 11955 23542,9586",2.74,0.3727,0.0211,2026-06-30 22:42:44.462807,2.74,0.3727,2026-06-30 22:42:44.462807,TRUE,FALSE,2026-06-30 22:42:44.462807,+174
John Deere Classic,3_balls,fanduel,"Ghim, Doug","Van Rooyen, Erik / Whaley, Vince","3_balls fanduel 24550 17550,25908",2.25,0.4673,0.0515,2026-07-01 11:56:48.372195,2.25,0.4673,2026-07-01 11:56:48.372195,TRUE,FALSE,2026-07-01 11:56:48.372195,+125
John Deere Classic,3_balls,fanduel,"Laird, Martin","Frittelli, Dylan / Champ, Cameron","3_balls fanduel 9586 11955,23542",3.3,0.3166,0.0447,2026-07-01 11:56:48.372195,3.3,0.3166,2026-07-01 11:56:48.372195,TRUE,FALSE,2026-07-01 11:56:48.372195,+230
John Deere Classic,3_balls,fanduel,"Kim, Chan","Ewart, A.J. / Fishburn, Patrick","3_balls fanduel 15004 21883,25094",2.9,0.3582,0.0387,2026-07-01 11:56:48.372195,2.9,0.3582,2026-07-01 11:56:48.372195,TRUE,FALSE,2026-07-01 11:56:48.372195,+190
John Deere Classic,3_balls,fanduel,"Smotherman, Austin","Noh, S.Y. / Lipsky, David","3_balls fanduel 22985 11117,15980",2.55,0.4025,0.0265,2026-07-01 11:56:48.372195,2.55,0.4025,2026-07-01 11:56:48.372195,TRUE,FALSE,2026-07-01 11:56:48.372195,+155
John Deere Classic,3_balls,fanduel,"Frittelli, Dylan","Laird, Martin / Champ, Cameron","3_balls fanduel 11955 23542,9586",2.75,0.3727,0.0249,2026-07-01 11:56:48.372195,2.75,0.3727,2026-07-01 11:56:48.372195,TRUE,FALSE,2026-07-01 11:56:48.372195,+175
John Deere Classic,3_balls,draftkings,"Young, Carson","Higgs, Harry / Moore, Taylor","3_balls draftkings 23656 14140,21944",2.88,0.3546,0.0213,2026-07-01 17:01:42.819622,2.88,0.3546,2026-07-01 17:01:42.819622,TRUE,FALSE,2026-07-01 17:01:42.819622,+188
John Deere Classic,tournament_matchups,caesars,"Coody, Pierceson","Kim, Tom",tournament_matchups caesars 28309 24766,2.1,0.4912,0.0315,2026-07-01 19:13:35.711615,2.1,0.4912,2026-07-01 19:13:35.711615,TRUE,FALSE,2026-07-01 19:13:35.711615,+110
John Deere Classic,tournament_matchups,fanduel,"Coody, Pierceson","Kim, Tom",tournament_matchups fanduel 28309 24766,2.1,0.4912,0.0315,2026-07-02 02:45:53.607966,2.1,0.4912,2026-07-02 02:45:53.607966,TRUE,FALSE,2026-07-02 02:45:53.607966,+110
John Deere Classic,3_balls,betmgm,"Kim, Chan","Ewart, A.J. / Fishburn, Patrick","3_balls betmgm 15004 21883,25094",2.88,0.3586,0.0327,2026-07-02 12:06:46.82719,2.88,0.3586,2026-07-02 12:06:46.82719,TRUE,FALSE,2026-07-02 12:06:46.82719,+188
John Deere Classic,3_balls,bet365,"Martin, Ben","Grillo, Emiliano / Thorbjornsen, Michael","3_balls bet365 14007 12808,26649",7,0.1781,0.247,2026-07-03 02:29:20.703037,7,0.1781,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+600
John Deere Classic,3_balls,bet365,"Kim, Michael","Kizzire, Patton / Eckroat, Austin","3_balls bet365 17543 13470,26653",2.25,0.4799,0.0798,2026-07-03 02:29:20.703037,2.25,0.4799,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+125
John Deere Classic,3_balls,draftkings,"Glover, Lucas","Simpson, Webb / Pendrith, Taylor","3_balls draftkings 7399 11049,17780",3.05,0.3536,0.0785,2026-07-03 02:29:20.703037,3.05,0.3536,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+205
John Deere Classic,3_balls,draftkings,"Kohles, Ben","Hoge, Tom / Hardy, Nick","3_balls draftkings 16395 15575,19865",2.16,0.4984,0.0766,2026-07-03 02:29:20.703037,2.16,0.4984,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+116
John Deere Classic,3_balls,draftkings,"Johnson, Zach","Fowler, Rickie / Mitchell, Keith","3_balls draftkings 6986 12965,17365",3.95,0.2723,0.0756,2026-07-03 02:29:20.703037,3.95,0.2723,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+295
John Deere Classic,3_balls,bet365,"Howell, Mason","Suber, Jackson / Clanton, Luke","3_balls bet365 33759 29279,32330",5.5,0.1941,0.0673,2026-07-03 02:29:20.703037,5.5,0.1941,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+450
John Deere Classic,3_balls,draftkings,"Hirata, Kensei","VanDerLaan, John / Nyholm, Pontus","3_balls draftkings 20954 25319,25475",2.76,0.3823,0.0552,2026-07-03 02:29:20.703037,2.76,0.3823,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+176
John Deere Classic,3_balls,bet365,"Streb, Robert","Putnam, Andrew / Dunlap, Nick","3_balls bet365 14852 14704,28270",6.5,0.1622,0.0541,2026-07-03 02:29:20.703037,6.5,0.1622,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+550
John Deere Classic,3_balls,fanduel,"Wu, Dylan","Cook, Austin / Kanaya, Takumi","3_balls fanduel 25002 18579,19729",2.9,0.3634,0.054,2026-07-03 02:29:20.703037,2.9,0.3634,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+190
John Deere Classic,3_balls,fanduel,"Martin, Ben","Grillo, Emiliano / Thorbjornsen, Michael","3_balls fanduel 14007 12808,26649",5.9,0.1781,0.0511,2026-07-03 02:29:20.703037,5.9,0.1781,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+490
John Deere Classic,3_balls,draftkings,"Bezuidenhout, Christiaan","Olesen, Thorbjorn / Ramey, Chad","3_balls draftkings 18103 13412,19840",2.42,0.4328,0.0475,2026-07-03 02:29:20.703037,2.42,0.4328,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+142
John Deere Classic,3_balls,fanduel,"Griffin, Ben","Spieth, Jordan / Koivun, Jackson","3_balls fanduel 24968 14636,32319",2.55,0.4096,0.0446,2026-07-03 02:29:20.703037,2.55,0.4096,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+155
John Deere Classic,3_balls,draftkings,"Brennan, Michael","Jaeger, Stephan / Wise, Aaron","3_balls draftkings 29197 16394,22051",2.2,0.4746,0.0442,2026-07-03 02:29:20.703037,2.2,0.4746,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+120
John Deere Classic,3_balls,bet365,"Hossler, Beau","Brehm, Ryan / Campos, Rafael","3_balls bet365 15470 10423,12909",2.05,0.5093,0.0441,2026-07-03 02:29:20.703037,2.05,0.5093,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+105
John Deere Classic,3_balls,bet365,"Stout, Preston","Lamprecht, Christo / Brown, Blades","3_balls bet365 32089 24343,32152",2.6,0.4014,0.0437,2026-07-03 02:29:20.703037,2.6,0.4014,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+160
John Deere Classic,3_balls,fanduel,"Byrd, Jonathan","Lebioda, Hank / Yellamaraju, Sudarshan","3_balls fanduel 6931 21943,29925",4.6,0.2266,0.0425,2026-07-03 02:29:20.703037,4.6,0.2266,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+360
John Deere Classic,3_balls,fanduel,"Putnam, Andrew","Streb, Robert / Dunlap, Nick","3_balls fanduel 14704 14852,28270",2,0.5207,0.0415,2026-07-03 02:29:20.703037,2,0.5207,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+100
John Deere Classic,3_balls,bet365,"Berger, Daniel","Riley, Davis / Mouw, William","3_balls bet365 17606 19872,29770",2.37,0.4366,0.0348,2026-07-03 02:29:20.703037,2.37,0.4366,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+137
John Deere Classic,3_balls,draftkings,"Phillips, Chandler","Lower, Justin / Walker, Danny","3_balls draftkings 27164 17723,25003",2.54,0.4073,0.0346,2026-07-03 02:29:20.703037,2.54,0.4073,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+154
John Deere Classic,3_balls,draftkings,"Duncan, Tyler","List, Luke / Coody, Pierceson","3_balls draftkings 18187 28309,7960",3.45,0.2994,0.0331,2026-07-03 02:29:20.703037,3.45,0.2994,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+245
John Deere Classic,3_balls,draftkings,"Ghim, Doug","Van Rooyen, Erik / Whaley, Vince","3_balls draftkings 24550 17550,25908",2.12,0.4863,0.0309,2026-07-03 02:29:20.703037,2.12,0.4863,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+112
John Deere Classic,3_balls,draftkings,"Lipsky, David","Noh, S.Y. / Smotherman, Austin","3_balls draftkings 15980 11117,22985",3.1,0.3319,0.0287,2026-07-03 02:29:20.703037,3.1,0.3319,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+210
John Deere Classic,3_balls,fanduel,"Lipsky, David","Noh, S.Y. / Smotherman, Austin","3_balls fanduel 15980 11117,22985",3.1,0.3319,0.0287,2026-07-03 02:29:20.703037,3.1,0.3319,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+210
John Deere Classic,3_balls,draftkings,"Kanaya, Takumi","Cook, Austin / Wu, Dylan","3_balls draftkings 19729 18579,25002",2.25,0.4565,0.0272,2026-07-03 02:29:20.703037,2.25,0.4565,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+125
John Deere Classic,3_balls,fanduel,"Peterson, Paul","Skinns, David / Paul, Jeremy","3_balls fanduel 16341 10873,22087",2.7,0.3801,0.0264,2026-07-03 02:29:20.703037,2.7,0.3801,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+170
John Deere Classic,3_balls,bet365,"Gomez, Fabian","Todd, Brendon / Hubbard, Mark","3_balls bet365 8571 12425,16333",2.7,0.3801,0.0263,2026-07-03 02:29:20.703037,2.7,0.3801,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+170
John Deere Classic,3_balls,fanduel,"Berger, Daniel","Riley, Davis / Mouw, William","3_balls fanduel 17606 19872,29770",2.35,0.4366,0.0261,2026-07-03 02:29:20.703037,2.35,0.4366,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+135
John Deere Classic,3_balls,caesars,"Frittelli, Dylan","Laird, Martin / Champ, Cameron","3_balls caesars 11955 23542,9586",2.65,0.3863,0.0237,2026-07-03 02:29:20.703037,2.65,0.3863,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+165
John Deere Classic,3_balls,draftkings,"Gordon, Will","Kuchar, Matt / Vilips, Karl","3_balls draftkings 26660 24304,6169",3.55,0.2884,0.0237,2026-07-03 02:29:20.703037,3.55,0.2884,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+255
John Deere Classic,3_balls,draftkings,"Thompson, Davis","Homa, Max / Campbell, Brian","3_balls draftkings 27364 17538,18628",2.48,0.4121,0.022,2026-07-03 02:29:20.703037,2.48,0.4121,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+148
John Deere Classic,3_balls,bet365,"Dou, Zecheng","Stanger, Jimmy / Adler, Patrick","3_balls bet365 16757 23048,30033853",2,0.511,0.0219,2026-07-03 02:29:20.703037,2,0.511,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+100
John Deere Classic,3_balls,draftkings,"Smotherman, Austin","Noh, S.Y. / Lipsky, David","3_balls draftkings 22985 11117,15980",2.46,0.4153,0.0216,2026-07-03 02:29:20.703037,2.46,0.4153,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+146
John Deere Classic,3_balls,bet365,"Bauchou, Zach","Lindheim, Nicholas / Goodwin, Noah","3_balls bet365 19846 16713,24837",2.2,0.4643,0.0214,2026-07-03 02:29:20.703037,2.2,0.4643,2026-07-03 02:29:20.703037,TRUE,FALSE,2026-07-03 02:29:20.703037,+120
John Deere Classic,3_balls,betmgm,"Glover, Lucas","Simpson, Webb / Pendrith, Taylor","3_balls betmgm 7399 11049,17780",3,0.3536,0.0608,2026-07-03 06:17:24.39219,3,0.3536,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+200
John Deere Classic,3_balls,betmgm,"Kohles, Ben","Hoge, Tom / Hardy, Nick","3_balls betmgm 16395 15575,19865",2.1,0.4984,0.0467,2026-07-03 06:17:24.39219,2.1,0.4984,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+110
John Deere Classic,3_balls,betmgm,"Frittelli, Dylan","Laird, Martin / Champ, Cameron","3_balls betmgm 11955 23542,9586",2.7,0.3863,0.043,2026-07-03 06:17:24.39219,2.7,0.3863,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+170
John Deere Classic,3_balls,betmgm,"Bezuidenhout, Christiaan","Olesen, Thorbjorn / Ramey, Chad","3_balls betmgm 18103 13412,19840",2.4,0.4328,0.0388,2026-07-03 06:17:24.39219,2.4,0.4328,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+140
John Deere Classic,3_balls,betmgm,"Thompson, Davis","Homa, Max / Campbell, Brian","3_balls betmgm 27364 17538,18628",2.5,0.4121,0.0302,2026-07-03 06:17:24.39219,2.5,0.4121,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+150
John Deere Classic,3_balls,betmgm,"Meissner, Mac","Hadwin, Adam / Malnati, Peter","3_balls betmgm 28159 13965,14926",1.95,0.5266,0.0268,2026-07-03 06:17:24.39219,1.95,0.5266,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,-105
John Deere Classic,round_matchups,bet365,"Wallace, Matt","Jaeger, Stephan",round_matchups bet365 20706 16394,1.76,0.5828,0.0258,2026-07-03 06:17:24.39219,1.76,0.5828,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,-132
John Deere Classic,3_balls,betmgm,"Laird, Martin","Frittelli, Dylan / Champ, Cameron","3_balls betmgm 9586 11955,23542",3.25,0.3146,0.0226,2026-07-03 06:17:24.39219,3.25,0.3146,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+225
John Deere Classic,round_matchups,bet365,"Mitchell, Keith","Fowler, Rickie",round_matchups bet365 17365 12965,1.95,0.5242,0.0223,2026-07-03 06:17:24.39219,1.95,0.5242,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,-105
John Deere Classic,3_balls,betmgm,"Ghim, Doug","Van Rooyen, Erik / Whaley, Vince","3_balls betmgm 24550 17550,25908",2.1,0.4863,0.0212,2026-07-03 06:17:24.39219,2.1,0.4863,2026-07-03 06:17:24.39219,TRUE,FALSE,2026-07-03 06:17:24.39219,+110
John Deere Classic,3_balls,fanduel,"Hirata, Kensei","VanDerLaan, John / Nyholm, Pontus","3_balls fanduel 20954 25319,25475",2.7,0.3823,0.0323,2026-07-03 09:38:23.533552,2.7,0.3823,2026-07-03 09:38:23.533552,TRUE,FALSE,2026-07-03 09:38:23.533552,+170
John Deere Classic,round_matchups,bet365,"Meissner, Mac","Grillo, Emiliano",round_matchups bet365 28159 12808,1.95,0.5758,0.1228,2026-07-04 06:00:56.806252,1.95,0.5758,2026-07-04 06:00:56.806252,TRUE,FALSE,2026-07-04 06:00:56.806252,-105
John Deere Classic,3_balls,betmgm,"Brehm, Ryan","Hossler, Beau / Coody, Pierceson","3_balls betmgm 10423 15470,28309",6.25,0.1683,0.0518,2026-07-04 06:00:56.806252,6.25,0.1683,2026-07-04 06:00:56.806252,TRUE,FALSE,2026-07-04 06:00:56.806252,+525
John Deere Classic,3_balls,bet365,"Bauchou, Zach","Gomez, Fabian / Nakajima, Keita","3_balls bet365 19846 21074,8571",2.6,0.4003,0.0407,2026-07-04 06:00:56.806252,2.6,0.4003,2026-07-04 06:00:56.806252,TRUE,FALSE,2026-07-04 06:00:56.806252,+160
John Deere Classic,3_balls,betmgm,"Chatfield, Davis","Higgs, Harry / Kim, Tom","3_balls betmgm 30620 14140,24766",4,0.2599,0.0397,2026-07-04 06:00:56.806252,4,0.2599,2026-07-04 06:00:56.806252,TRUE,FALSE,2026-07-04 06:00:56.806252,+300
John Deere Classic,3_balls,fanduel,"Campos, Rafael","Lindheim, Nicholas / Meissner, Mac","3_balls fanduel 12909 16713,28159",4.6,0.2253,0.0362,2026-07-04 06:00:56.806252,4.6,0.2253,2026-07-04 06:00:56.806252,TRUE,FALSE,2026-07-04 06:00:56.806252,+360
